700; 439; 4/1/17; 6/9/17; 1; 1; 1; 13112.93; 994.69; 0.00;
703; 207; 4/1/17; 6/9/17; 1; 0; 0; 195.08; 0.00; 0.00;
707; 671; 4/1/17; 6/9/17; 1; 1; 1; 1397.53; 1581.83; 359.82;
121; 601; 5/5/17; 5/16/17; 1; 1; 0; 0.00; 0.00; 0.00;
710; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
712; 234; 4/1/17; 6/9/17; 1; 0; 0; 6535.73; 0.00; 0.00;
734; 671; 4/1/17; 6/9/17; 1; 0; 0; 2235.09; 0.00; 0.00;
738; 207; 4/1/17; 6/9/17; 1; 0; 0; 172.13; 0.00; 0.00;
743; 439; 4/1/17; 6/9/17; 1; 0; 1; 10799.68; 0.00; 543.29;
745; 234; 4/1/17; 6/9/17; 1; 0; 0; 383.99; 0.00; 0.00;
747; 267; 4/1/17; 6/9/17; 1; 0; 0; 7852.05; 0.00; 0.00;
748; 671; 4/1/17; 4/3/17; 0; 0; 0; 0.00; 0.00; 0.00;
753; 222; 4/1/17; 6/9/17; 1; 0; 1; 1377.73; 0.00; 719.23;
757; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
758; 234; 4/1/17; 6/9/17; 1; 0; 0; 11044.01; 0.00; 0.00;
761; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
771; 439; 4/1/17; 6/9/17; 1; 0; 0; 477.69; 0.00; 0.00;
772; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
773; 234; 4/1/17; 6/9/17; 1; 0; 0; 9838.03; 0.00; 0.00;
775; 671; 4/1/17; 4/3/17; 1; 0; 0; 11804.49; 0.00; 0.00;
779; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
782; 222; 4/1/17; 4/3/17; 1; 0; 0; 8557.34; 0.00; 0.00;
787; 234; 4/1/17; 6/9/17; 1; 0; 1; 1790.31; 0.00; 156.74;
809; 234; 4/1/17; 6/9/17; 1; 0; 1; 1205.14; 0.00; 795.43;
810; 191; 4/1/17; 6/9/17; 1; 1; 0; 149739.57; 0.00; 0.00;
812; 267; 4/1/17; 4/3/17; 1; 0; 0; 688.67; 0.00; 0.00;
821; 191; 4/1/17; 6/9/17; 1; 0; 1; 222418.03; 0.00; 11340.00;
824; 671; 4/1/17; 6/9/17; 1; 0; 0; 5987.22; 0.00; 0.00;
828; 439; 4/1/17; 6/9/17; 0; 0; 1; 0.00; 0.00; 0.00;
829; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
833; 671; 4/1/17; 6/9/17; 1; 0; 0; 2913.94; 0.00; 0.00;
836; 207; 4/1/17; 6/9/17; 1; 0; 0; 229.51; 0.00; 0.00;
837; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
838; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
841; 439; 4/1/17; 4/3/17; 0; 0; 0; 0.00; 0.00; 0.00;
121; 567; 5/16/17; 6/9/17; 1; 1; 0; 0.00; 0.00; 0.00;
148; 53; 4/3/17; 6/9/17; 1; 0; 0; 11030.66; 0.00; 0.00;
851; 64; 4/1/17; 6/9/17; 1; 0; 0; 2691.11; 0.00; 0.00;
852; 267; 4/1/17; 6/9/17; 1; 0; 0; 4060.56; 0.00; 0.00;
856; 234; 4/1/17; 6/9/17; 1; 0; 0; 6446.94; 0.00; 0.00;
891; 267; 4/1/17; 6/9/17; 1; 0; 1; 2100.68; 0.00; 243.00;
894; 20; 4/1/17; 6/9/17; 1; 0; 1; 27047.44; 0.00; 1147.18;
895; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
900; 207; 4/1/17; 6/9/17; 1; 0; 1; 68847.11; 0.00; 0.00;
903; 267; 4/1/17; 6/9/17; 1; 0; 0; 11719.56; 0.00; 0.00;
904; 222; 4/1/17; 4/3/17; 1; 0; 1; 0.00; 0.00; 215.18;
905; 439; 4/1/17; 6/9/17; 0; 0; 0; 0.00; 0.00; 0.00;
915; 207; 4/1/17; 6/9/17; 1; 0; 0; 46173.82; 0.00; 0.00;
916; 671; 4/1/17; 6/9/17; 1; 0; 1; 2509.87; 0.00; 0.00;
920; 222; 4/1/17; 6/9/17; 1; 0; 0; 1275.40; 0.00; 0.00;
924; 267; 4/1/17; 6/9/17; 1; 0; 0; 6695.33; 0.00; 0.00;
927; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
933; 267; 4/1/17; 6/9/17; 1; 0; 1; 1273.24; 0.00; 393.08;
934; 135; 4/1/17; 5/3/17; 1; 0; 0; 1332.02; 0.00; 0.00;
936; 671; 4/1/17; 6/9/17; 1; 0; 0; 11655.32; 0.00; 0.00;
942; 222; 4/1/17; 6/9/17; 1; 0; 0; 229.66; 0.00; 0.00;
948; 234; 4/1/17; 6/9/17; 1; 0; 0; 7820.28; 0.00; 0.00;
957; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
957; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
957; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
960; 234; 4/1/17; 4/3/17; 1; 0; 0; 9197.76; 0.00; 0.00;
964; 439; 4/1/17; 6/9/17; 1; 0; 0; 10804.04; 0.00; 0.00;
968; 234; 4/1/17; 6/9/17; 1; 0; 1; 12208.03; 0.00; 884.30;
971; 234; 4/1/17; 6/9/17; 1; 0; 0; 21404.00; 0.00; 0.00;
975; 234; 4/1/17; 6/9/17; 1; 0; 0; 2295.60; 0.00; 0.00;
981; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
983; 267; 4/1/17; 6/9/17; 1; 0; 0; 36730.38; 0.00; 0.00;
992; 222; 4/1/17; 6/9/17; 1; 0; 0; 6505.11; 0.00; 0.00;
993; 234; 4/1/17; 6/9/17; 1; 0; 0; 2103.68; 0.00; 0.00;
149; 222; 4/3/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
1009; 439; 4/1/17; 6/9/17; 1; 0; 1; 14360.06; 0.00; 734.41;
1019; 671; 4/1/17; 6/9/17; 1; 0; 1; 3908.30; 0.00; 0.00;
1020; 671; 4/1/17; 6/9/17; 1; 0; 0; 15121.36; 0.00; 0.00;
1022; 671; 4/1/17; 6/9/17; 1; 0; 1; 4769.20; 0.00; 1773.51;
1026; 439; 4/1/17; 6/9/17; 1; 0; 1; 648.79; 0.00; 174.02;
1027; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
1034; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
1042; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
1052; 439; 4/1/17; 6/9/17; 1; 0; 0; 7605.51; 0.00; 0.00;
1053; 207; 4/1/17; 6/9/17; 1; 0; 0; 195.08; 0.00; 0.00;
1055; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
1058; 439; 4/1/17; 6/9/17; 1; 0; 0; 9208.33; 0.00; 0.00;
1061; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
1064; 207; 4/1/17; 6/9/17; 1; 0; 0; 1008.97; 0.00; 0.00;
1070; 64; 4/1/17; 6/9/17; 1; 0; 1; 13923.65; 0.00; 2132.18;
1074; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
1075; 222; 4/1/17; 6/9/17; 1; 0; 0; 13055.49; 0.00; 0.00;
1077; 135; 4/1/17; 5/3/17; 1; 0; 1; 1431.15; 0.00; 0.00;
1084; 207; 4/1/17; 6/9/17; 1; 0; 0; 0.00; 0.00; 0.00;
1088; 439; 4/1/17; 6/9/17; 1; 0; 1; 1908.88; 0.00; 1686.15;
1089; 439; 4/1/17; 6/9/17; 1; 1; 1; 930.50; 0.00; 487.75;
1093; 135; 4/1/17; 5/3/17; 1; 0; 0; 1194.23; 0.00; 0.00;
1094; 135; 4/1/17; 5/3/17; 1; 0; 0; 1132.99; 0.00; 0.00;
1095; 439; 4/1/17; 6/9/17; 1; 0; 0; 16536.85; 0.00; 0.00;
1096; 439; 4/1/17; 6/9/17; 1; 0; 1; 229.66; 0.00; 111.94;
1097; 222; 4/1/17; 4/3/17; 0; 0; 1; 0.00; 0.00; 5370.13;
